title,label,label_score,title_cleaned,label_encoded,label_score_normalized
Panja DPR Terima Masukan ICMI soal RUU Penghapusan Kekerasan Seksual,non-clickbait,0,panja dpr terima masukan icmi soal ruu penghapusan kekerasan seksual,1,0.0
"Cukai Rokok Naik 23%, Indonesia Rentan Rokok Ilegal",non-clickbait,0,cukai rokok naik indonesia rentan rokok ilegal,1,0.0
"Tandingi iPhone 11, Google Mulai Pamer Pixel 4",non-clickbait,0,tandingi iphone google mulai pamer pixel,1,0.0
"Mendiang Michael Jackson, Superkaya tapi Menyisakan Banyak Utang",clickbait,1,mendiang michael jackson superkaya tapi menyisakan banyak utang,0,1.0
"Jadwal Matchday 1 Kualifikasi Grup Liga Europa, Kamis-Jumat (19-20/9/2019)",non-clickbait,0,jadwal matchday kualifikasi grup liga europa kamisjumat,1,0.0
DPD Rekomendasikan 15 Nama Calon Anggota BPK,non-clickbait,0,dpd rekomendasikan nama calon anggota bpk,1,0.0
Pasal Zina RUKHP Indonesia Berisiko Penjarakan Jutaan Orang,non-clickbait,0,pasal zina rukhp indonesia berisiko penjarakan jutaan orang,1,0.0
"Gelar Business Matching, Japnas-YEND Indonesia Jajaki Pasar ASEAN",non-clickbait,0,gelar business matching japnasyend indonesia jajaki pasar asean,1,0.0
"Pochettino: Kebobolan di Akhir Babak Pertama, Paling Mengecewakan",non-clickbait,0,pochettino kebobolan di akhir babak pertama paling mengecewakan,1,0.0
"Hambat Investasi, Sofyan Djalil Batalkan Rencana Pajak Progresif Tanah",non-clickbait,0,hambat investasi sofyan djalil batalkan rencana pajak progresif tanah,1,0.0
"Gandeng PrivyID, Investree Gunakan Tanda Tangan Digital",non-clickbait,0,gandeng privyid investree gunakan tanda tangan digital,1,0.0
"Transaksi Trade Expo Indonesia 2019 Ditargetkan Capai USD1,72 Miliar",non-clickbait,0,transaksi trade expo indonesia ditargetkan capai usd miliar,1,0.0
"Kesepakatan Bersama, Ruang Kosong di Median Jalan Kalimalang Dibuat Taman",non-clickbait,0,kesepakatan bersama ruang kosong di median jalan kalimalang dibuat taman,1,0.0
Google Assistant Dapat Suara Baru 9 Bahasa,non-clickbait,0,google assistant dapat suara baru bahasa,1,0.0
Pegawai Transjakarta yang Ditemukan Bersimbah Darah Ditangani di RSCM,non-clickbait,0,pegawai transjakarta yang ditemukan bersimbah darah ditangani di rscm,1,0.0
Daniel Dubois Rebut Gelar Best Young Boxer 2019,non-clickbait,0,daniel dubois rebut gelar best young boxer,1,0.0
"Dukung Revisi UU KPK, Massa Mahasiswa: Pisahkan Hukum dan Politik",non-clickbait,0,dukung revisi uu kpk massa mahasiswa pisahkan hukum dan politik,1,0.0
MLD Jazz Project Kembali Lahirkan Sederet Musisi Jazz Baru,non-clickbait,0,mld jazz project kembali lahirkan sederet musisi jazz baru,1,0.0
"Bonucci: Memalukan, Juventus Gagal Menang karena Bola Mati",non-clickbait,0,bonucci memalukan juventus gagal menang karena bola mati,1,0.0
Iluni FH UI Nilai Pengesahan Revisi UU KPK Tergesa-gesa,non-clickbait,0,iluni fh ui nilai pengesahan revisi uu kpk tergesagesa,1,0.0
"Jangan Pernah Menjadi Cristiano Ronaldo, Membosankan!",clickbait,1,jangan pernah menjadi cristiano ronaldo membosankan,0,1.0
Babak I: Penalti Kane Warnai Keunggulan Tottenham atas Olympiacos,non-clickbait,0,babak penalti kane warnai keunggulan tottenham atas olympiacos,1,0.0
Cukai Rokok Kretek Mesin Perlu Dinaikkan Dua Kali Lipat,non-clickbait,0,cukai rokok kretek mesin perlu dinaikkan dua kali lipat,1,0.0
Zaman Now Nggak Punya JKN-KIS??,clickbait,1,zaman nggak punya jknkis,0,1.0
"PSG Dominan, Awal Buruk Madrid di Paris",non-clickbait,0,psg dominan awal buruk madrid di paris,1,0.0
"Cegah Tujuan Ilegal, Kemendag Terbitkan Aturan Perdagangan Emas Digital",non-clickbait,0,cegah tujuan ilegal kemendag terbitkan aturan perdagangan emas digital,1,0.0
"Pico by Crystal, Terobosan Baru dalam Dunia Kecantikan",non-clickbait,0,pico crystal terobosan baru dalam dunia kecantikan,1,0.0
Jimmy Simanjuntak Bertekad Bawa AKPI Kembali ke Marwahnya,non-clickbait,0,jimmy simanjuntak bertekad bawa akpi kembali ke marwahnya,1,0.0
Oppo Pamer Teknologi Pengisian Baterai Handphone Tercepat di Dunia,non-clickbait,0,oppo pamer teknologi pengisian baterai handphone tercepat di dunia,1,0.0
Susunan Pemain Paris Saint-Germain vs Real Madrid: Debut Hazard,non-clickbait,0,susunan pemain paris saintgermain vs real madrid debut hazard,1,0.0
BK Sesalkan Protes Sejumlah Senator terhadap Pengesahan Tatib DPD,non-clickbait,0,bk sesalkan protes sejumlah senator terhadap pengesahan tatib dpd,1,0.0
Kronologi Baku Tembak TNI-Polri dan KSB OPM yang Tewaskan 3 Warga,non-clickbait,0,kronologi baku tembak tnipolri dan ksb opm yang tewaskan warga,1,0.0
Arab Saudi Sebut 25 Drone dan Rudal yang Hantam Kilang Minyak Aramco,non-clickbait,0,arab saudi sebut drone dan rudal yang hantam kilang minyak aramco,1,0.0
Ombudsman Masih Minim Informasi terkait Pemotongan Kabel Optik,non-clickbait,0,ombudsman masih minim informasi terkait pemotongan kabel optik,1,0.0
Rini Dorong BUMN Membangun Infrastruktur Madagaskar,non-clickbait,0,rini dorong bumn membangun infrastruktur madagaskar,1,0.0
"Tumbuh 10 Cm, 'Tanduk Setan' di Kepala Pria India Dioperasi",clickbait,1,tumbuh cm tanduk setan di kepala pria india dioperasi,0,1.0
"Raih Penghargaan, Anies Ingin Jakarta Terus Berkembang Jadi Kota Layak Anak",non-clickbait,0,raih penghargaan anies ingin jakarta terus berkembang jadi kota layak anak,1,0.0
"Kekeringan Lebih Lama, Kementan Terus Upayakan Mitigasi",non-clickbait,0,kekeringan lebih lama kementan terus upayakan mitigasi,1,0.0
BenQ Beri Solusi Sistem Broadcast Generasi Terbaru untuk Kampus,non-clickbait,0,benq beri solusi sistem broadcast generasi terbaru untuk kampus,1,0.0
DPR Minta Presiden Tambah Anggaran untuk Kebakaran Hutan,non-clickbait,0,dpr minta presiden tambah anggaran untuk kebakaran hutan,1,0.0
UU PAS Juga Mengatur DPR Jadi Pengawas Eksternal Lapas,non-clickbait,0,uu pas juga mengatur dpr jadi pengawas eksternal lapas,1,0.0
Jet Tempur Saudi Dilaporkan Bombardir Milisi Pro-Iran di Suriah,non-clickbait,0,jet tempur saudi dilaporkan bombardir milisi proiran di suriah,1,0.0
"Jelang Pengumuman Suku Bunga, IHSG Diprediksi Reli",non-clickbait,0,jelang pengumuman suku bunga ihsg diprediksi reli,1,0.0
"Kalah Pemilu, Netanyahu Batalkan Kehadirannya di Sidang Umum PBB",non-clickbait,0,kalah pemilu netanyahu batalkan kehadirannya di sidang umum pbb,1,0.0
Babak I: Angel Di Maria Bikin Madrid Menderita di Markas PSG,non-clickbait,0,babak angel di maria bikin madrid menderita di markas psg,1,0.0
"Bisnis Coffe to Go, KopiKocok Imara Buka Kemitraan",non-clickbait,0,bisnis coffe go kopikocok imara buka kemitraan,1,0.0
"Jaguar Land Rover Defender, Mobil Petualang Abad Ke-21",non-clickbait,0,jaguar land rover defender mobil petualang abad ke,1,0.0
Fachry Ali: Pemindahan Ibu Kota Jadi Awal Era Post-Java,non-clickbait,0,fachry ali pemindahan ibu kota jadi awal era postjava,1,0.0
"UU Pemasyarakatan Direvisi, Perbaikan Manajemen Lapas Jadi Tantangan",non-clickbait,0,uu pemasyarakatan direvisi perbaikan manajemen lapas jadi tantangan,1,0.0
"Ditetapkan Tersangka, Menpora Siap Memberikan Jawaban Sebenarnya",non-clickbait,0,ditetapkan tersangka menpora siap memberikan jawaban sebenarnya,1,0.0
"Status Menjadi ASN, Pegawai KPK Tetap Bisa Netral",non-clickbait,0,status menjadi asn pegawai kpk tetap bisa netral,1,0.0
BNPB Sebut Teknik Modifikasi Cuaca Berhasil Turunkan Hujan di Riau,non-clickbait,0,bnpb sebut teknik modifikasi cuaca berhasil turunkan hujan di riau,1,0.0
"Saudi Berpayung Perisai Rudal, tapi Serangan Kilang Minyak Akurat",non-clickbait,0,saudi berpayung perisai rudal tapi serangan kilang minyak akurat,1,0.0
Interaksi Belajar Mengajar lewat Platfrom Digital Diluncurkan,non-clickbait,0,interaksi belajar mengajar lewat platfrom digital diluncurkan,1,0.0
Proyek Distribusi Gas di Jawa Tengah Diprioritaskan,non-clickbait,0,proyek distribusi gas di jawa tengah diprioritaskan,1,0.0
Industri Asuransi Optimistis Kembangkan Pasar dengan JKN,non-clickbait,0,industri asuransi optimistis kembangkan pasar dengan jkn,1,0.0
"Hari Ini, Pemkot Jakut Akan Segel Usaha Pembakaran Arang di Cilincing",non-clickbait,0,hari ini pemkot jakut akan segel usaha pembakaran arang di cilincing,1,0.0
PBB Kirim Ahli Selidiki Serangan Fasilitas Minyak Saudi,non-clickbait,0,pbb kirim ahli selidiki serangan fasilitas minyak saudi,1,0.0
"PDB Sektor Peternakan Tahun 2018 Mencapai Rp231,71 Triliun",non-clickbait,0,pdb sektor peternakan tahun mencapai rp triliun,1,0.0
Peningkatan Kompetensi SDM Sektor Tambang Menjadi Prioritas MIND ID,non-clickbait,0,peningkatan kompetensi sdm sektor tambang menjadi prioritas mind id,1,0.0
Alonso Siap Beraksi di Saudi Dakar Rally 2020,non-clickbait,0,alonso siap beraksi di saudi dakar rally,1,0.0
"Ditetapkan Tersangka, Imam Nahrawi Mundur dari Menpora",non-clickbait,0,ditetapkan tersangka imam nahrawi mundur dari menpora,1,0.0
"Ada Bukti, Arab Saudi: Iran Tidak Bisa Menyangkal",non-clickbait,0,ada bukti arab saudi iran tidak bisa menyangkal,1,0.0
"Fed Pangkas Suku Bunga, Sri Mulyani: Kita Tidak Akan Selalu Bereaksi",non-clickbait,0,fed pangkas suku bunga sri mulyani kita tidak akan selalu bereaksi,1,0.0
Keylor Navas Bantah Bocorkan Kelemahan Madrid pada Pelatih PSG,non-clickbait,0,keylor navas bantah bocorkan kelemahan madrid pada pelatih psg,1,0.0
Trump Tunjuk Kepala Negosiator Sandera Jadi Penasihat Keamanan,non-clickbait,0,trump tunjuk kepala negosiator sandera jadi penasihat keamanan,1,0.0
Catatan Buruk Ronaldo Berlanjut di Markas Atletico Madrid,non-clickbait,0,catatan buruk ronaldo berlanjut di markas atletico madrid,1,0.0
Tim Elang Polres Jayapura Serahkan 14 Motor Curian ke Pemiliknya,non-clickbait,0,tim elang polres jayapura serahkan motor curian ke pemiliknya,1,0.0
"Bulan Pelanggan, MNC Bank Ajak Nasabah Sehat Bersama",non-clickbait,0,bulan pelanggan mnc bank ajak nasabah sehat bersama,1,0.0
"IHSG Sesi I Jatuh 25,11 Poin Saat Rupiah Turun Tipis",non-clickbait,0,ihsg sesi jatuh poin saat rupiah turun tipis,1,0.0
Kurs Rupiah Tergelincir di Awal Sesi Iringi Lompatan Dolar AS,non-clickbait,0,kurs rupiah tergelincir di awal sesi iringi lompatan dolar,1,0.0
"Imam Nahrawi Mundur, Bagaimana Nasib Cabor Jelang SEA Games?",clickbait,1,imam nahrawi mundur bagaimana nasib cabor jelang sea games,0,1.0
Pompeo: Serangan terhadap Kilang Minyak Saudi Aksi Perang Iran,non-clickbait,0,pompeo serangan terhadap kilang minyak saudi aksi perang iran,1,0.0
"Penanganan Berlapis Tumpahan Minyak, Pertamina Lakukan Sesuai Standar Global",non-clickbait,0,penanganan berlapis tumpahan minyak pertamina lakukan sesuai standar global,1,0.0
Sarjana Muda Jawa Barat Diharapkan Jadi Technopreneur,non-clickbait,0,sarjana muda jawa barat diharapkan jadi technopreneur,1,0.0
Korea Selatan Bebaskan Biaya Pembuatan Visa untuk Indonesia,non-clickbait,0,korea selatan bebaskan biaya pembuatan visa untuk indonesia,1,0.0
"Dibantai PSG, Real Madrid Telan Rekor Terburuk sejak 2003",non-clickbait,0,dibantai psg real madrid telan rekor terburuk sejak,1,0.0
"Tangkap Peluang di Tengah Perang Dagang, PT. Sunindo Trip Bisnis ke Amerika",non-clickbait,0,tangkap peluang di tengah perang dagang pt sunindo trip bisnis ke amerika,1,0.0
Atalia Praratya Apresiasi Program Pencanangan Aksi Gerakan Indonesia Bersih,non-clickbait,0,atalia praratya apresiasi program pencanangan aksi gerakan indonesia bersih,1,0.0
PAN Minta Klarifikasi Faldo Maldini yang Dikabarkan Pindah ke PSI,non-clickbait,0,pan minta klarifikasi faldo maldini yang dikabarkan pindah ke psi,1,0.0
"15 Menit Kalah di China Open, Shi Yu Qi Mundur dari Korea Open",non-clickbait,0,menit kalah di china open shi yu qi mundur dari korea open,1,0.0
"BPK: Lima Kementerian Belum WTP, Salah Satunya Kemenpora",non-clickbait,0,bpk lima kementerian belum wtp salah satunya kemenpora,1,0.0
Aplikasi Bukalapak Lenyap dari Play Store,non-clickbait,0,aplikasi bukalapak lenyap dari play store,1,0.0
"Geger, Beredar Video Beberapa Lelaki Umbar Tembakan di Acara Pernikahan",clickbait,1,geger beredar video beberapa lelaki umbar tembakan di acara pernikahan,0,1.0
Menteri Rini Intens Dorong BUMN Garap Proyek Infrastruktur di Afrika,non-clickbait,0,menteri rini intens dorong bumn garap proyek infrastruktur di afrika,1,0.0
"Berkasnya Dilimpahkan ke Kejari, Kris Hatta Ajukan Penangguhan Penahanan",non-clickbait,0,berkasnya dilimpahkan ke kejari kris hatta ajukan penangguhan penahanan,1,0.0
HRW: Rancangan RUU KUHP Bencana untuk Hak Asasi Manusia,non-clickbait,0,hrw rancangan ruu kuhp bencana untuk hak asasi manusia,1,0.0
Plaza Indonesia Gelar Men's Fashion Week 2019 Mulai 23 September,non-clickbait,0,plaza indonesia gelar mens fashion week mulai september,1,0.0
"Siapkan SDM Industri Berkompeten, RI-Singapura Kerjasama Pendidikan Vokasi",non-clickbait,0,siapkan sdm industri berkompeten risingapura kerjasama pendidikan vokasi,1,0.0
Syafii Maarif Minta Jokowi Tak Angkat Menteri yang Bikin Kacau,non-clickbait,0,syafii maarif minta jokowi tak angkat menteri yang bikin kacau,1,0.0
Ketua DPR Minta Pemerintah Sikapi Bocornya Data Penumpang Lion Air,non-clickbait,0,ketua dpr minta pemerintah sikapi bocornya data penumpang lion air,1,0.0
Truk dan Alat Berat Volvo Nongkrong di Mining Indonesia 2019,non-clickbait,0,truk dan alat berat volvo nongkrong di mining indonesia,1,0.0
"Jelang Konser Tujuhbelas, Marcell Siahaan Getol Berlatih Tinju",non-clickbait,0,jelang konser tujuhbelas marcell siahaan getol berlatih tinju,1,0.0
"Petani Labuan Bajo Sukses Dongkrak Panen Padi hingga 8,5 Ton Perhektare",non-clickbait,0,petani labuan bajo sukses dongkrak panen padi hingga ton perhektare,1,0.0
Menhub Jajaki Peluang Garap Transportasi Kereta di Kamboja,non-clickbait,0,menhub jajaki peluang garap transportasi kereta di kamboja,1,0.0
Penataan Pantai Pangandaran Merujuk Standar Indikator GSTC,non-clickbait,0,penataan pantai pangandaran merujuk standar indikator gstc,1,0.0
"Gempa Tuban 6 SR, Terasa di Yogyakarta hingga Denpasar",non-clickbait,0,gempa tuban sr terasa di yogyakarta hingga denpasar,1,0.0
Kementerian dan Lembaga yang Dipimpin TNI-Polri Berkinerja Baik,non-clickbait,0,kementerian dan lembaga yang dipimpin tnipolri berkinerja baik,1,0.0
"Serahkan Formulir Balon Wali Kota, Sekda Tangsel Tak Izin Airin",non-clickbait,0,serahkan formulir balon wali kota sekda tangsel tak izin airin,1,0.0
Uang Muka KPR dan Kredit Motor Makin Murah Mulai Desember,non-clickbait,0,uang muka kpr dan kredit motor makin murah mulai desember,1,0.0
"Selang 25 Menit, Dua Gempa Bumi Dahsyat Landa Laut Jawa",non-clickbait,0,selang menit dua gempa bumi dahsyat landa laut jawa,1,0.0
"WEGE Targetkan Kenaikan Laba Bersih 19,92% Tahun 2019",non-clickbait,0,wege targetkan kenaikan laba bersih tahun,1,0.0
"BI Catat Rupiah Menguat 2,3% Sepanjang Tahun 2019",non-clickbait,0,bi catat rupiah menguat sepanjang tahun,1,0.0
Lippo St Moritz Gencarkan Program Ramah Lingkungan,non-clickbait,0,lippo st moritz gencarkan program ramah lingkungan,1,0.0
Mahasiswa Asal Kalimantan Curhat Soal Kabut Asap,clickbait,1,mahasiswa asal kalimantan curhat soal kabut asap,0,1.0
"Kandidat Tuan Rumah Piala Dunia U-20, Delegasi FIFA Inspeksi Stadion Manahan Solo",non-clickbait,0,kandidat tuan rumah piala dunia u delegasi fifa inspeksi stadion manahan solo,1,0.0
"Buka Keran Impor Gula Industri, Darmin Menunggu Izin Kemendag",non-clickbait,0,buka keran impor gula industri darmin menunggu izin kemendag,1,0.0
Begini Cara Adipati Dolken Dalami Peran sebagai Kasino,clickbait,1,begini cara adipati dolken dalami peran sebagai kasino,0,1.0
Sri Mulyani Ingin Eselon III Jadi Pembentuk Karakter Generasi Muda Kemenkeu,non-clickbait,0,sri mulyani ingin eselon iii jadi pembentuk karakter generasi muda kemenkeu,1,0.0
Ditemukan Cacat Keamanan WhatsApp di iPhone,non-clickbait,0,ditemukan cacat keamanan whatsapp di iphone,1,0.0
Neville Komentari Evolusi Manchester United,non-clickbait,0,neville komentari evolusi manchester united,1,0.0
Susunan Pemain Napoli vs Liverpool,non-clickbait,0,susunan pemain napoli vs liverpool,1,0.0
Ledakan Hebat di Australia Hancurkan 100 Kontainer Air Mani Sapi,non-clickbait,0,ledakan hebat di australia hancurkan kontainer air mani sapi,1,0.0
Sri Mulyani Ingin BPPK Dorong Kemenkeu Jadi Knowledge Institution,non-clickbait,0,sri mulyani ingin bppk dorong kemenkeu jadi knowledge institution,1,0.0
Kenaikan Cukai Tembakau 23% Dinilai Upaya Mematikan Petani dan Pekerja,non-clickbait,0,kenaikan cukai tembakau dinilai upaya mematikan petani dan pekerja,1,0.0
Gol di Injury Time selamatkan Inter Milan dari kekalahan ,non-clickbait,0,gol di injury time selamatkan inter milan dari kekalahan,1,0.0
Trump: Kesepakatan Perdagangan China Bisa Tercapai saat Pilpres AS,non-clickbait,0,trump kesepakatan perdagangan china bisa tercapai saat pilpres,1,0.0
Jaksa Minta Dua Pastor Vatikan Diadili Terkait Skandal Seks,non-clickbait,0,jaksa minta dua pastor vatikan diadili terkait skandal seks,1,0.0
Pegawai KPK Diikat Ketentuan ASN dan Kode Etik,non-clickbait,0,pegawai kpk diikat ketentuan asn dan kode etik,1,0.0
4 Kabupaten di Sumatera Utara Dilanda Kabut Asap Kiriman,non-clickbait,0,kabupaten di sumatera utara dilanda kabut asap kiriman,1,0.0
Juergen Klopp Merasa Liverpool Tak Pantas Dihukum Penalti,non-clickbait,0,juergen klopp merasa liverpool tak pantas dihukum penalti,1,0.0
Rumah Anggota DPRD Kabupaten Pasuruan Diteror Bom Bondet,non-clickbait,0,rumah anggota dprd kabupaten pasuruan diteror bom bondet,1,0.0
MN KAHMI: Hanya R.Saddam Al Jihad Ketua Umum PB HMI yang Sah,non-clickbait,0,mn kahmi hanya rsaddam al jihad ketua umum pb hmi yang sah,1,0.0
Kegagalan Penalti Reus Warnai Hasil Imbang Dortmund-Barcelona,non-clickbait,0,kegagalan penalti reus warnai hasil imbang dortmundbarcelona,1,0.0
"Line Up MotoGP 2020: Zarco Masih Abu-abu, Pembalap Malaysia Turun Kelas",non-clickbait,0,line motogp zarco masih abuabu pembalap malaysia turun kelas,1,0.0
LG #SerahkanTurboWash3D Gemakan Kebebasan Bereksplorasi,non-clickbait,0,lg serahkanturbowashd gemakan kebebasan bereksplorasi,1,0.0
Morowali Komitmen Cegah Korupsi di Pemerintahan,non-clickbait,0,morowali komitmen cegah korupsi di pemerintahan,1,0.0
"Protes Morales, Warga Pukul Panci dan Wajan di Jendela Rumah",non-clickbait,0,protes morales warga pukul panci dan wajan di jendela rumah,1,0.0
Kartu Merah Nodai Kemenangan Manchester City atas Aston Villa,non-clickbait,0,kartu merah nodai kemenangan manchester city atas aston villa,1,0.0
"Tambah Wawasan Warga, Satgas TMMD Gelar Penyuluhan Pertanian",non-clickbait,0,tambah wawasan warga satgas tmmd gelar penyuluhan pertanian,1,0.0
Menteri BUMN Erick Thohir Siapkan Kandidat Pengganti Dirut Mandiri dan Inalum,non-clickbait,0,menteri bumn erick thohir siapkan kandidat pengganti dirut mandiri dan inalum,1,0.0
Tarif Tol Jakarta-Tangerang Dipastikan Naik Per 2 November 2019,non-clickbait,0,tarif tol jakartatangerang dipastikan naik per november,1,0.0
PTRI Jenewa Sayangkan Pembelaan 5 Pakar HAM PBB pada Veronica Koman,non-clickbait,0,ptri jenewa sayangkan pembelaan pakar ham pbb pada veronica koman,1,0.0
UE Sepakat Perpanjangan Brexit Tanpa Batas Tanggal yang Pasti,non-clickbait,0,ue sepakat perpanjangan brexit tanpa batas tanggal yang pasti,1,0.0
Sandiaga Uno: Beri Kesempatan Para Menteri untuk Bekerja,non-clickbait,0,sandiaga uno beri kesempatan para menteri untuk bekerja,1,0.0
"Kucuran Rp7,6 Triliun Dorong Percepatan Infrastruktur 5 Destinasi Pariwisata",non-clickbait,0,kucuran rp triliun dorong percepatan infrastruktur destinasi pariwisata,1,0.0
"Hadiri Ajang Bus World Europe, Bos Transjakarta Lirik Bus Listrik Buatan Eropa",non-clickbait,0,hadiri ajang bus world europe bos transjakarta lirik bus listrik buatan eropa,1,0.0
5 Hal 'Lucu' yang Dilakukan Pasangan Setelah Fase Bulan Madu,clickbait,1,hal lucu yang dilakukan pasangan setelah fase bulan madu,0,1.0
Peserta Lintas Alam Punguti Sampah di Pantai Lombok Timur,non-clickbait,0,peserta lintas alam punguti sampah di pantai lombok timur,1,0.0
Menteri Wishnutama Sebut Peran Bekraf Masih Penting dan Strategis,non-clickbait,0,menteri wishnutama sebut peran bekraf masih penting dan strategis,1,0.0
Australia Tempatkan Lebih Banyak Imigran di Luar Kota Besar,non-clickbait,0,australia tempatkan lebih banyak imigran di luar kota besar,1,0.0
Besok Lahir Kampiun Indonesia Farmel Cup 2019,non-clickbait,0,besok lahir kampiun indonesia farmel cup,1,0.0
Babak I: Manchester City Ditahan Imbang Aston Villa,non-clickbait,0,babak manchester city ditahan imbang aston villa,1,0.0
Menparekraf Wishnutama Berharap Dukungan Wamen Angela Tanosoedibjo,non-clickbait,0,menparekraf wishnutama berharap dukungan wamen angela tanosoedibjo,1,0.0
Peringkat Timnas Futsal Indonesia Melejit,non-clickbait,0,peringkat timnas futsal indonesia melejit,1,0.0
Pecinta Modifikasi Virtual Ikut Genio Artwork Competition,non-clickbait,0,pecinta modifikasi virtual ikut genio artwork competition,1,0.0
BNN Jatim Bekuk Tiga Tersangka Pemilik 4 Kg Sabu saat Naik Bus,non-clickbait,0,bnn jatim bekuk tiga tersangka pemilik kg sabu saat naik bus,1,0.0
Embusan Angin di Phillip Island Ingatkan Rossi saat Tampil di Kelas 250cc,non-clickbait,0,embusan angin di phillip island ingatkan rossi saat tampil di kelas cc,1,0.0
Aqua Pamerkan Koleksi Fashion Hasil Daur Ulang Botol di JFW 2020,non-clickbait,0,aqua pamerkan koleksi fashion hasil daur ulang botol di jfw,1,0.0
Bupati Morowali Lantik 13 Kades di Menkep dan 5 Anggota BPD,non-clickbait,0,bupati morowali lantik kades di menkep dan anggota bpd,1,0.0
"Bela Arab Saudi, Wapres Pence Nyatakan AS Siap Perang",non-clickbait,0,bela arab saudi wapres pence nyatakan siap perang,1,0.0
Bupati Morowali: Kades Harus Mampu Tingkatkan Kesejahteraan Masyarakat,non-clickbait,0,bupati morowali kades harus mampu tingkatkan kesejahteraan masyarakat,1,0.0
"Marcus/Kevin Menang Susah Payah Ke Final, Anthony Terjegal",non-clickbait,0,marcuskevin menang susah payah ke final anthony terjegal,1,0.0
Jokowi: Ada 266 Orang Kecewa karena Tak Terpilih Jadi Menteri,non-clickbait,0,jokowi ada orang kecewa karena tak terpilih jadi menteri,1,0.0
Persiapan Penutupan TMMD ke-106 di Lubuk Jering Terus Digeber,non-clickbait,0,persiapan penutupan tmmd ke di lubuk jering terus digeber,1,0.0
Stadion UNS Siap Jadi Venue Latihan Tim Piala Dunia U-20,non-clickbait,0,stadion uns siap jadi venue latihan tim piala dunia u,1,0.0
PDIP Minta Wamen Maksimal Wujudkan Visi Presiden Jokowi,non-clickbait,0,pdip minta wamen maksimal wujudkan visi presiden jokowi,1,0.0
Penerapan B30 Dinilai Tak Signifikan Tekan Impor BBM,non-clickbait,0,penerapan b dinilai tak signifikan tekan impor bbm,1,0.0
"Berhadiah Jimny, Suzuki Umumkan Pemenang Program MERDEKA",non-clickbait,0,berhadiah jimny suzuki umumkan pemenang program merdeka,1,0.0
"Tak Dapat Jatah Mendikbud, Ini Respons PP Muhammadiyah",clickbait,1,tak dapat jatah mendikbud ini respons pp muhammadiyah,0,1.0
Menteri Erick Thohir Siap Hapus Aturan Penghambat Kinerja BUMN,non-clickbait,0,menteri erick thohir siap hapus aturan penghambat kinerja bumn,1,0.0
Perlakuan Istimewa Sarri pada Ronaldo,clickbait,1,perlakuan istimewa sarri pada ronaldo,0,1.0
Sistem 2-1 Bukan Jaminan Atasi Kemacetan di Jalur Puncak,non-clickbait,0,sistem bukan jaminan atasi kemacetan di jalur puncak,1,0.0
JFW 2020 Hadirkan Desain Karakter Film Maleficent: Mistress of Evil,non-clickbait,0,jfw hadirkan desain karakter film maleficent mistress evil,1,0.0
Marquez Setuju Kualifikasi Ditunda,non-clickbait,0,marquez setuju kualifikasi ditunda,1,0.0
Pakar Hukum Tata Negara Sebut Pengangkatan Wamen Sah dan Konstitusional,non-clickbait,0,pakar hukum tata negara sebut pengangkatan wamen sah dan konstitusional,1,0.0
Lima Lapangan dan Akses Jalan Menuju GBT Dibenahi Standar FIFA,non-clickbait,0,lima lapangan dan akses jalan menuju gbt dibenahi standar fifa,1,0.0
Fresh Market Bintaro Serahterimakan Puluhan Ruko dan Ratusan Kios,non-clickbait,0,fresh market bintaro serahterimakan puluhan ruko dan ratusan kios,1,0.0
Truk Dakar Rally Hino Sukses Membetot Perhatian Pengunjung TMS 2019,non-clickbait,0,truk dakar rally hino sukses membetot perhatian pengunjung tms,1,0.0
Performa Pembalap Toro Rosso Terbaik di Latihan Bebas GP Meksiko,non-clickbait,0,performa pembalap toro rosso terbaik di latihan bebas gp meksiko,1,0.0
Wishnutama Diminta Kawal Janji Arief Soal KEK Pangandaran dan Cikidang,non-clickbait,0,wishnutama diminta kawal janji arief soal kek pangandaran dan cikidang,1,0.0
Posisi Juventus Terancam Usai Ditahan Imbang Lecce,non-clickbait,0,posisi juventus terancam usai ditahan imbang lecce,1,0.0
"Ingatkan Bahaya Siber, BSSN Ajak Anak Muda Perkuat Ketahanan Nasional",non-clickbait,0,ingatkan bahaya siber bssn ajak anak muda perkuat ketahanan nasional,1,0.0
Dandim 0420/Sarko Berikan Materi Wasbang di Lokasi Persami,non-clickbait,0,dandim sarko berikan materi wasbang di lokasi persami,1,0.0
"Songkolo, Olahan Ketan Hitam Khas Sulawesi Selatan",non-clickbait,0,songkolo olahan ketan hitam khas sulawesi selatan,1,0.0
Rusia Luncurkan Kapal Perang Pemecah Es untuk Patroli di Arktik,non-clickbait,0,rusia luncurkan kapal perang pemecah es untuk patroli di arktik,1,0.0
Pengamat Pertanyakan Kelanjutan Proyek Jalan Berbayar di Jakarta,non-clickbait,0,pengamat pertanyakan kelanjutan proyek jalan berbayar di jakarta,1,0.0
"Peringkat Kemudahan Berbisnis Stagnan, Kemenkeu Klaim Ada Perbaikan",non-clickbait,0,peringkat kemudahan berbisnis stagnan kemenkeu klaim ada perbaikan,1,0.0
Guardiola Akui Manchester City Alami Periode Buruk,non-clickbait,0,guardiola akui manchester city alami periode buruk,1,0.0
